TRN#_(INTERNAL);PER_FLU_RECIBO;PER_FLU_PAGO;FINALIDAD;DELIVERY/SETTLEMENT SWAPS;HEDGE LINK;SOSTENIBILIDAD;GAMMA;VEGA;DELTA
47939638;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939639;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939640;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939641;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939642;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939643;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939644;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939645;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939646;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939647;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939648;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939649;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939650;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939651;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939652;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939653;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939654;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939655;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939656;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939657;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939658;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939659;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939660;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939661;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939662;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939663;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939664;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939665;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939666;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939667;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939668;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939669;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939670;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939671;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939672;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939673;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939674;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939675;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939676;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939677;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939678;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939679;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939680;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939681;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939682;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939683;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939684;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939685;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939686;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939687;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939688;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939689;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939690;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939691;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939692;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939693;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939694;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939695;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939696;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939697;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939698;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939699;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939700;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939701;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939702;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939703;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939704;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939705;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939706;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939707;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939708;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939709;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939710;1m;0od;DC;D;;;0.0000;0.0000;0.0000
47939711;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939712;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939713;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939714;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939715;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939716;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939717;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939718;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939719;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939720;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939721;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939722;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939723;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939724;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939725;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939726;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939727;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939728;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939729;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939730;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939731;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939732;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939733;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939734;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939735;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939736;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939737;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939738;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939739;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939740;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939741;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939742;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939743;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939744;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939745;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939746;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47939747;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47939748;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939749;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939750;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939751;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939752;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939753;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939754;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939755;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939756;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939757;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939758;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939759;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939760;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939761;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939762;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939763;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939764;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939765;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939766;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939767;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939768;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939769;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939770;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939771;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939772;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939773;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939774;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939775;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939776;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939777;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939778;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939779;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939780;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939781;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939782;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939783;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939784;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939785;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939786;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939787;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939788;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939789;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939790;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939791;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939792;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939793;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939794;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939795;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939796;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939797;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939798;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939799;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939800;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939801;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939802;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939803;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939804;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939805;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939806;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939807;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939808;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939809;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939810;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939811;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939812;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939813;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939814;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939815;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939816;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939817;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939818;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939819;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939820;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939821;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939822;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939823;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939824;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939825;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939826;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939827;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939828;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939829;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939830;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939831;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939832;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939833;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939834;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939835;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939836;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939837;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47939838;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47939839;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939840;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939841;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939842;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939843;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939844;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939845;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939846;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939847;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939848;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939849;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939850;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939851;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939852;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939853;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939854;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939855;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939856;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939857;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939858;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939859;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939860;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939861;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939862;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939863;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939864;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939865;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939866;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939867;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939868;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939869;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939870;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939871;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939873;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939874;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939875;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939876;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939877;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939878;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939879;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939880;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939881;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939882;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939883;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939884;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939885;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939886;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939887;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939888;3m;1y;NE;D;;;0.0000;0.0000;0.0000
47939889;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939890;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939891;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939892;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939893;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939894;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939895;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939896;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939897;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939898;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939899;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939900;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939901;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939902;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939903;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939904;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939905;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939906;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939907;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939908;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939909;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939910;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939911;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939912;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939913;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939914;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939915;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939916;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939917;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939918;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939919;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939920;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939921;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939922;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939923;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939924;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939925;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939926;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939927;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939928;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939929;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939930;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939931;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47939932;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939933;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939934;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939935;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939936;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939937;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939938;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939939;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939940;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47939941;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939942;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939943;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939944;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939945;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939946;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939947;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939948;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939949;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47939950;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939951;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939952;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939953;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939954;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939955;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939956;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939957;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939958;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939959;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939960;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939961;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939962;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939963;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939964;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47939965;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939966;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939967;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939968;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939969;1m;0od;NE;D;;;0.0000;0.0000;0.0000
47939970;1m;0od;NE;D;;;0.0000;0.0000;0.0000
47939971;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939972;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939973;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47939974;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939975;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939976;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939977;1m;1m;NE;D;;;0.0000;0.0000;0.0000
47939978;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939979;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939980;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939981;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939982;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939983;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939984;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939985;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47939986;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939987;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939988;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939989;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47939990;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47939991;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47939992;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939993;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939994;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47939995;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47939996;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939997;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47939998;6m;6m;DC;D;;;0.0000;0.0000;0.0000
47939999;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940000;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940001;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940002;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47940003;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940004;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940005;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940006;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47940007;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47940008;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940009;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940010;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940011;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940012;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940013;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940014;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940015;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940016;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47940017;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940018;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940019;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940020;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940021;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940022;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940023;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940024;50y;50y;NE;C;;;0.0000;0.0000;0.0000
47940025;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940026;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940027;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940028;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940029;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940030;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47940031;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940032;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940033;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47940034;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940035;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940036;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47940037;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47940038;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47940039;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940040;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940041;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940042;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940043;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47940044;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940045;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47940046;1y;6m;NE;D;;;0.0000;0.0000;0.0000
47940047;1m;0od;DC;D;;;0.0000;0.0000;0.0000
47940048;1m;0od;DC;D;;;0.0000;0.0000;0.0000
47940049;1m;0od;DC;D;;;0.0000;0.0000;0.0000
47940050;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47940051;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940052;3m;3m;DC;D;;;0.0000;0.0000;0.0000
47940053;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47940054;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940055;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940056;3m;3m;NE;D;;;0.0000;0.0000;0.0000
47940057;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940058;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940059;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940060;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940061;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47940062;1y;1y;NE;D;;;0.0000;0.0000;0.0000
47940063;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940064;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940065;50y;50y;DC;D;;;0.0000;0.0000;0.0000
47940066;50y;50y;NE;D;;;0.0000;0.0000;0.0000
47940067;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940068;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940069;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940070;3m;3m;NE;C;;;0.0000;0.0000;0.0000
47940071;1m;1m;DC;D;;;0.0000;0.0000;0.0000
47940072;1m;1m;DC;D;;;0.0000;0.0000;0.0000
